model,use_rag,scope,label,f1,precision,recall,BLEU,ROUGE1_F1,ROUGEL_F1,BERTScore_F1
deepseek-coder-33b,True,subcategory,documentation,0.0,0.0,0.0,0.0013709948486792113,0.012722475972518318,0.012722475972518318,0.7385155558586121
deepseek-coder-33b,True,subcategory,false positive,0.0,0.0,0.0,0.0010949741420907303,0.005714285714285715,0.005714285714285715,0.740243136882782
deepseek-coder-33b,True,subcategory,functional,0.0,0.0,0.0,0.0024469113935847863,0.01425047958344752,0.01425047958344752,0.7405091524124146
deepseek-coder-33b,True,subcategory,interface,0.0,0.0,0.0,0.0010949741420907303,0.005721296655043265,0.005721296655043265,0.7405928373336792
deepseek-coder-33b,True,subcategory,logical,0.0,0.0,0.0,0.0017544370249658933,0.012751689997027157,0.010790905683301665,0.7414472699165344
deepseek-coder-33b,True,subcategory,praise,0.0,0.0,0.0,0.0,0.0,0.0,0.7285455465316772
deepseek-coder-33b,True,subcategory,question,0.0,0.0,0.0,0.0011993486944354577,0.007541521894358897,0.006972531851684643,0.7353704571723938
deepseek-coder-33b,True,subcategory,resource,0.0,0.0,0.0,0.0010949741420907303,0.004878048780487805,0.004878048780487805,0.7491649389266968
deepseek-coder-33b,True,subcategory,solution approach,0.0,0.0,0.0,0.0010370560011881277,0.01018802054831106,0.01018802054831106,0.741192102432251
deepseek-coder-33b,True,subcategory,support issues,0.0,0.0,0.0,0.0007958330797624927,0.0042285886496769695,0.0042285886496769695,0.7358916401863098
deepseek-coder-33b,True,subcategory,timing,0.0,0.0,0.0,0.0013645223539873786,0.012622314009981216,0.010400091787758995,0.7321281433105469
deepseek-coder-33b,True,subcategory,unknown,0.0,0.0,0.0,,,,
deepseek-coder-33b,True,subcategory,validation,0.0,0.0,0.0,0.002708610360743716,0.016770467573388587,0.016770467573388587,0.7394208312034607
deepseek-coder-33b,True,subcategory,variable naming,0.0,0.0,0.0,0.0010627718051974746,0.007560189710727344,0.006484920893523044,0.7405612468719482
deepseek-coder-33b,True,subcategory,visual representation,0.0,0.0,0.0,0.00038551728175573207,0.0016194331983805667,0.0016194331983805667,0.7376053333282471
deepseek-coder-33b,True,category,discussion,0.0,0.0,0.0,0.0008217759572983692,0.0051673390757644285,0.004777475528006144,0.7345959544181824
deepseek-coder-33b,True,category,documentation,0.0,0.0,0.0,0.0013709948486792113,0.012722475972518318,0.012722475972518318,0.7385155558586121
deepseek-coder-33b,True,category,false positive,0.0,0.0,0.0,0.0010949741420907303,0.005714285714285715,0.005714285714285715,0.740243136882782
deepseek-coder-33b,True,category,functional,0.0,0.0,0.0,0.0017584878992272651,0.01132845546523364,0.01071407638026632,0.7400767803192139
deepseek-coder-33b,True,category,refactoring,0.0,0.0,0.0,0.0024477271305004085,0.01247617723014705,0.011978914636110264,0.741220235824585
deepseek-coder-33b,False,overall,ALL,0.0,0.0,0.0,0.0019193708447614141,0.01190673252435771,0.011443702994092333,0.7460014820098877
deepseek-coder-33b,False,subcategory,alternate output,0.0,0.0,0.0,0.002575576850449833,0.011670881151526941,0.011670881151526941,0.7576913833618164
deepseek-coder-33b,False,subcategory,code organization,0.0,0.0,0.0,0.007579216549838026,0.03151859528001914,0.030176313400824516,0.7490266561508179
deepseek-coder-33b,False,subcategory,design discussion,0.0,0.0,0.0,0.0,0.0,0.0,0.7495511174201965
deepseek-coder-33b,False,subcategory,documentation,0.0,0.0,0.0,0.0014480287179889815,0.014518681870988414,0.014518681870988414,0.7454171180725098
deepseek-coder-33b,False,subcategory,false positive,0.0,0.0,0.0,0.0012064803452402917,0.006349206349206349,0.006349206349206349,0.7473421096801758
deepseek-coder-33b,False,subcategory,functional,0.0,0.0,0.0,0.0027292203569790332,0.01563845050215208,0.01563845050215208,0.7477763891220093
deepseek-coder-33b,False,subcategory,interface,0.0,0.0,0.0,0.0013432944104709724,0.006649042698069376,0.006649042698069376,0.7463935017585754
deepseek-coder-33b,False,subcategory,logical,0.0,0.0,0.0,0.002071663584822926,0.015252455013587574,0.0129797277408603,0.7493606805801392
deepseek-coder-33b,False,subcategory,praise,0.0,0.0,0.0,0.0,0.0,0.0,0.735422670841217
deepseek-coder-33b,False,subcategory,question,0.0,0.0,0.0,0.00135819302368432,0.008541159250214087,0.007926908635963474,0.7430130243301392
deepseek-coder-33b,False,subcategory,resource,0.0,0.0,0.0,0.0012064803452402917,0.005333333333333334,0.005333333333333334,0.755724310874939
deepseek-coder-33b,False,subcategory,solution approach,0.0,0.0,0.0,0.0011233160695438517,0.01214780065775389,0.01214780065775389,0.7480503916740417
deepseek-coder-33b,False,subcategory,support issues,0.0,0.0,0.0,0.0007574921724854346,0.004290468743734712,0.004290468743734712,0.7400038242340088
deepseek-coder-33b,False,subcategory,timing,0.0,0.0,0.0,0.0014042418601084555,0.013802500104309848,0.011392861550092979,0.7384209632873535
deepseek-coder-33b,False,subcategory,unknown,0.0,0.0,0.0,,,,
deepseek-coder-33b,False,subcategory,validation,0.0,0.0,0.0,0.0029692637598641367,0.01945775379722801,0.01945775379722801,0.7459097504615784
deepseek-coder-33b,False,subcategory,variable naming,0.0,0.0,0.0,0.001158022729746146,0.008673733867617299,0.007598465050412997,0.7477598190307617
deepseek-coder-33b,False,subcategory,visual representation,0.0,0.0,0.0,0.0005166516963349894,0.002079002079002079,0.002079002079002079,0.7451083660125732
deepseek-coder-33b,False,category,discussion,0.0,0.0,0.0,0.0009306137384503675,0.005852275782554097,0.005431400361678677,0.7421932816505432
deepseek-coder-33b,False,category,documentation,0.0,0.0,0.0,0.0014480287179889815,0.014518681870988414,0.014518681870988414,0.7454171180725098
deepseek-coder-33b,False,category,false positive,0.0,0.0,0.0,0.0012064803452402917,0.006349206349206349,0.006349206349206349,0.7473421096801758
deepseek-coder-33b,False,category,functional,0.0,0.0,0.0,0.0019298911135591102,0.012924658660379604,0.012229149350412463,0.7465961575508118
deepseek-coder-33b,False,category,refactoring,0.0,0.0,0.0,0.0027258414857263625,0.014777508760225808,0.014265905547821558,0.7481827735900879
phi3:latest,True,overall,ALL,0.0019311892875111265,0.0047138047138047135,0.0012626262626262627,0.0023484693810488858,0.10044190865996488,0.06133934278779595,0.8067020773887634
phi3:latest,True,subcategory,'code organization',0.0,0.0,0.0,,,,
phi3:latest,True,subcategory,"'code organization', 'variable naming', 'documentation'.",0.0,0.0,0.0,,,,
phi3:latest,True,subcategory,"'logical', 'functional', 'solution approach'",0.0,0.0,0.0,,,,
phi3:latest,True,subcategory,'solution approach',0.0,0.0,0.0,,,,
phi3:latest,True,subcategory,"'validation', 'documentation', 'support issues'.",0.0,0.0,0.0,,,,
phi3:latest,True,subcategory,"** `documentation`, with implications to both the `@comment@` annotations used here (as they appear outdated) and potential enhancements regarding visual representation of results within this function.",0.0,0.0,0.0,,,,
phi3:latest,True,subcategory,** `validation`,0.0,0.0,0.0,,,,
phi3:latest,True,subcategory,"** alternate output ✅ (i also want this review categorized under 'alternate output' because providing a clear, actionable warning message is an essential aspect of user feedback and system guidance.)",0.0,0.0,0.0,,,,
phi3:latest,True,subcategory,** alternate output/validation issues,0.0,0.0,0.0,,,,
phi3:latest,True,subcategory,** code organization,0.0,0.0,0.0,,,,
phi3:latest,True,subcategory,** design discussion,0.0,0.0,0.0,,,,
phi3:latest,True,subcategory,** documentation & variable naming,0.0,0.0,0.0,,,,
phi3:latest,True,subcategory,** documentation + solution approach,0.0,0.0,0.0,,,,
phi3:latest,True,subcategory,"** documentation, solution approach ✅",0.0,0.0,0.0,,,,
phi3:latest,True,subcategory,"** false positive (the error message seems misleading as there appears to be a genuine issue of missing 'tried' definition, which is actually an initialization mistake.)",0.0,0.0,0.0,,,,
phi3:latest,True,subcategory,** functional,0.0,0.0,0.0,,,,
phi3:latest,True,subcategory,** functional & validation,0.0,0.0,0.0,,,,
phi3:latest,True,subcategory,** functional and design discussion,0.0,0.0,0.0,,,,
phi3:latest,True,subcategory,** functional and logical,0.0,0.0,0.0,,,,
phi3:latest,True,subcategory,** functional review,0.0,0.0,0.0,,,,
phi3:latest,True,subcategory,"** functional, logical , validation",0.0,0.0,0.0,,,,
phi3:latest,True,subcategory,** interface,0.0,0.0,0.0,,,,
phi3:latest,True,subcategory,** logical & validation,0.0,0.0,0.0,,,,
phi3:latest,True,subcategory,** logical ✅,0.0,0.0,0.0,,,,
phi3:latest,True,subcategory,** resource,0.0,0.0,0.0,,,,
phi3:latest,True,subcategory,** resource management and validation,0.0,0.0,0.0,,,,
phi3:latest,True,subcategory,** solution approach,0.0,0.0,0.0,,,,
phi3:latest,True,subcategory,"** solution approach, documentation ✅",0.0,0.0,0.0,,,,
phi3:latest,True,subcategory,"** solution approach, interface",0.0,0.0,0.0,,,,
phi3:latest,True,subcategory,"** solution approach, interface ✅",0.0,0.0,0.0,,,,
phi3:latest,True,subcategory,"** solution approach, resource ✅",0.0,0.0,0.0,,,,
phi3:latest,True,subcategory,** support issues,0.0,0.0,0.0,,,,
phi3:latest,True,subcategory,** timing,0.0,0.0,0.0,,,,
phi3:latest,True,subcategory,"** timing and resource (specifically, variable naming) issues that need attention in code clarity and consistency across the project.",0.0,0.0,0.0,,,,
phi3:latest,True,subcategory,** validation,0.0,0.0,0.0,,,,
phi3:latest,True,subcategory,"** validation, code organization, variable naming",0.0,0.0,0.0,,,,
phi3:latest,True,subcategory,**code organization & documentation**,0.0,0.0,0.0,,,,
phi3:latest,True,subcategory,**code organization and documentation**,0.0,0.0,0.0,,,,
phi3:latest,True,subcategory,**code organization**,0.0,0.0,0.0,,,,
phi3:latest,True,subcategory,**documentation & solution approach**,0.0,0.0,0.0,,,,
phi3:latest,True,subcategory,**documentation### code to review (extended):,0.0,0.0,0.0,,,,
phi3:latest,True,subcategory,**functional & solution approach**,0.0,0.0,0.0,,,,
phi3:latest,True,subcategory,**functional + design discussion,0.0,0.0,0.0,,,,
phi3:latest,True,subcategory,**functional and documentation issues**,0.0,0.0,0.0,,,,
phi3:latest,True,subcategory,**functional and logical**,0.0,0.0,0.0,,,,
phi3:latest,True,subcategory,**functional**,0.0,0.0,0.0,,,,
phi3:latest,True,subcategory,**functional** and **design discussion**,0.0,0.0,0.0,,,,
phi3:latest,True,subcategory,"**functional**, given that the main purpose is to refine a function's operational aspect.",0.0,0.0,0.0,,,,
phi3:latest,True,subcategory,"**functional, logical, validation, interface**",0.0,0.0,0.0,,,,
phi3:latest,True,subcategory,"**functional, solution approach**",0.0,0.0,0.0,,,,
phi3:latest,True,subcategory,**logical & validation issues combined into one review category due to the nature of boolean indexing problems highlighted in these lines affecting logical flow and validation checks within pandas operations.**,0.0,0.0,0.0,,,,
phi3:latest,True,subcategory,**logical**,0.0,0.0,0.0,,,,
phi3:latest,True,subcategory,"**logical, validation & code organization**",0.0,0.0,0.0,,,,
phi3:latest,True,subcategory,**solution approach**,0.0,0.0,0.0,,,,
phi3:latest,True,subcategory,**solution approach** and **code organization**,0.0,0.0,0.0,,,,
phi3:latest,True,subcategory,**support issues**,0.0,0.0,0.0,,,,
phi3:latest,True,subcategory,**validation + solution approach**,0.0,0.0,0.0,,,,
phi3:latest,True,subcategory,**validation issues**,0.0,0.0,0.0,,,,
phi3:latest,True,subcategory,**validation**,0.0,0.0,0.0,,,,
phi3:latest,True,subcategory,- functional,0.0,0.0,0.0,,,,
phi3:latest,True,subcategory,"`functional, logical, validation, timing`",0.0,0.0,0.0,,,,
phi3:latest,True,subcategory,"`functional`, due to its focus on reviewing specific functionalities and their modern equivalents within pytorch modules, despite some elements that could fit into other categories like 'solution approach'. the code's intentions are clear but fall short of the best practices for python coding style and utilization in neural networks.",0.0,0.0,0.0,,,,
phi3:latest,True,subcategory,`solution approach`,0.0,0.0,0.0,,,,
phi3:latest,True,subcategory,`syntax`,0.0,0.0,0.0,,,,
phi3:latest,True,subcategory,alternate output,0.0,0.0,0.0,0.003927747370356837,0.12812676880219584,0.08380379990271825,0.8376278877258301
phi3:latest,True,subcategory,alternate output ✅,0.0,0.0,0.0,,,,
phi3:latest,True,subcategory,code organization,0.06666666666666667,0.1,0.05,0.0025469639535218086,0.12636739873485267,0.08157662349913682,0.8094980120658875
phi3:latest,True,subcategory,code organization & resource management,0.0,0.0,0.0,,,,
phi3:latest,True,subcategory,"code organization and naming convention, code readability & maintainability improvements",0.0,0.0,0.0,,,,
phi3:latest,True,subcategory,design discussion,0.0,0.0,0.0,0.0025104433756277466,0.11657176350032845,0.08249443393059687,0.8315365314483643
phi3:latest,True,subcategory,documentation,0.06896551724137931,0.2,0.041666666666666664,0.0020887170245379666,0.09088113348575176,0.055370502978900886,0.8053333759307861
phi3:latest,True,subcategory,documentation and style improvement,0.0,0.0,0.0,,,,
phi3:latest,True,subcategory,evaluation and design discussion,0.0,0.0,0.0,,,,
phi3:latest,True,subcategory,false positive,0.0,0.0,0.0,0.0014645242951124792,0.0487589434044121,0.036239161445558575,0.8133413195610046
phi3:latest,True,subcategory,functional,0.0,0.0,0.0,0.0016909550324353574,0.0878662757436096,0.06300414475016071,0.8123987913131714
phi3:latest,True,subcategory,functional & code organization,0.0,0.0,0.0,,,,
phi3:latest,True,subcategory,functional & validation,0.0,0.0,0.0,,,,
phi3:latest,True,subcategory,functional and logical review issues,0.0,0.0,0.0,,,,
phi3:latest,True,subcategory,functional and validation,0.0,0.0,0.0,,,,
phi3:latest,True,subcategory,"functional, resource, variable naming, documentation, alternate output",0.0,0.0,0.0,,,,
phi3:latest,True,subcategory,interface,0.0,0.0,0.0,0.00222062380875943,0.1066519816002059,0.061141938025898804,0.8123219609260559
phi3:latest,True,subcategory,logical,0.0,0.0,0.0,0.0030324358218228285,0.1407191055315655,0.07542489709273717,0.8094758987426758
phi3:latest,True,subcategory,praise,0.0,0.0,0.0,0.0012759404972872217,0.05109097601359554,0.030347812573630516,0.7898809313774109
phi3:latest,True,subcategory,question,0.0,0.0,0.0,0.002079417732377588,0.08619490373711022,0.05542632230543232,0.8061047196388245
phi3:latest,True,subcategory,resource,0.0,0.0,0.0,0.0019234249568382393,0.09485316544569009,0.06824801606380015,0.8127360343933105
phi3:latest,True,subcategory,resource issues,0.0,0.0,0.0,,,,
phi3:latest,True,subcategory,resource ✅,0.0,0.0,0.0,,,,
phi3:latest,True,subcategory,solution approach,0.05555555555555555,0.16666666666666666,0.03333333333333333,0.0027821837089288524,0.1299466994593232,0.06844546639955751,0.8070642948150635
phi3:latest,True,subcategory,solution approach & code organization,0.0,0.0,0.0,,,,
phi3:latest,True,subcategory,solution approach and performance issues,0.0,0.0,0.0,,,,
phi3:latest,True,subcategory,support issues,0.0,0.0,0.0,0.00195455483227387,0.07809294882654505,0.04834068495446701,0.7813339829444885
phi3:latest,True,subcategory,timing,0.0,0.0,0.0,0.005122583958595746,0.17554483370728152,0.0902909145433454,0.8033169507980347
phi3:latest,True,subcategory,unknown,0.0,0.0,0.0,,,,
phi3:latest,True,subcategory,validation,0.0,0.0,0.0,0.003239286310295323,0.12647363992200558,0.07978399103771451,0.8112958669662476
phi3:latest,True,subcategory,validation issues,0.0,0.0,0.0,,,,
phi3:latest,True,subcategory,"validation, code organization",0.0,0.0,0.0,,,,
phi3:latest,True,subcategory,variable naming,0.0,0.0,0.0,0.0018685639491015974,0.06775619374294853,0.04580612843037339,0.7992510199546814
phi3:latest,True,subcategory,version,0.0,0.0,0.0,,,,
phi3:latest,True,subcategory,visual representation,0.0,0.0,0.0,0.001432973594244833,0.056934551145136646,0.03657674138163265,0.8016153573989868
phi3:latest,True,category,discussion,0.0,0.0,0.0,0.0019636381818869753,0.08241931028564074,0.053325304948046534,0.8056256175041199
phi3:latest,True,category,documentation,0.06896551724137931,0.2,0.041666666666666664,0.0020887170245379666,0.09088113348575176,0.055370502978900886,0.8053333759307861
phi3:latest,True,category,false positive,0.0,0.0,0.0,0.0014645242951124792,0.0487589434044121,0.036239161445558575,0.8133413195610046
phi3:latest,True,category,functional,0.0,0.0,0.0,0.0026740923445028775,0.11452978087713374,0.06964972255023368,0.8056245446205139
phi3:latest,True,category,refactoring,0.024444444444444442,0.05333333333333333,0.01666666666666667,0.0025288684116201673,0.10945024356251179,0.06474401085147752,0.808031439781189
phi3:latest,False,overall,ALL,0.0,0.0,0.0,0.0029079587630503776,0.06659565235214922,0.04794735056857591,0.7156063318252563
phi3:latest,False,subcategory,alternate output,0.0,0.0,0.0,0.0023879083908389808,0.04357868900068389,0.03778158755140852,0.6445234417915344
phi3:latest,False,subcategory,code organization,0.0,0.0,0.0,0.0034372254594745113,0.08071533299877125,0.05914390720161154,0.7856608629226685
phi3:latest,False,subcategory,design discussion,0.0,0.0,0.0,0.0033508699380743116,0.0685053840690415,0.03861377874144271,0.6579679846763611
phi3:latest,False,subcategory,documentation,0.0,0.0,0.0,0.0034507383949022607,0.06398922338870412,0.050617035761783,0.7248191237449646
phi3:latest,False,subcategory,false positive,0.0,0.0,0.0,0.0015066416059426563,0.04752961237477543,0.028017417252824212,0.7862352132797241
phi3:latest,False,subcategory,functional,0.0,0.0,0.0,0.002362801382250061,0.06203531917817632,0.04880780595066309,0.7992898225784302
phi3:latest,False,subcategory,interface,0.0,0.0,0.0,0.0030413912533090526,0.07540213389655269,0.05554526280315656,0.7807842493057251
phi3:latest,False,subcategory,logical,0.0,0.0,0.0,0.0029814825377627893,0.08436623246083376,0.06369427911194803,0.7877126932144165
phi3:latest,False,subcategory,praise,0.0,0.0,0.0,0.0017262380334992474,0.04694767927369063,0.03370752004692668,0.6447495818138123
phi3:latest,False,subcategory,question,0.0,0.0,0.0,0.0028986837441894097,0.05958856793118925,0.04246102726320902,0.7016453742980957
phi3:latest,False,subcategory,resource,0.0,0.0,0.0,0.004557030823480708,0.041568252253063494,0.029444256845485996,0.643021285533905
phi3:latest,False,subcategory,solution approach,0.0,0.0,0.0,0.002614976929895241,0.07712177134857555,0.05023295773365579,0.6858512759208679
phi3:latest,False,subcategory,support issues,0.0,0.0,0.0,0.002018166737079942,0.05842695408760735,0.046317786096086416,0.6469147205352783
phi3:latest,False,subcategory,timing,0.0,0.0,0.0,0.0012277495135420583,0.0751988783703255,0.044696010433983135,0.7753089666366577
phi3:latest,False,subcategory,unknown,0.0,0.0,0.0,,,,
phi3:latest,False,subcategory,validation,0.0,0.0,0.0,0.003692304455859702,0.08397814954720745,0.05976111857559992,0.6785708665847778
phi3:latest,False,subcategory,variable naming,0.0,0.0,0.0,0.003732803782302382,0.07270575815396171,0.05558260787454829,0.7368773221969604
phi3:latest,False,subcategory,visual representation,0.0,0.0,0.0,0.0019963317128175507,0.04494419375050261,0.03537760220898943,0.7280823588371277
phi3:latest,False,category,discussion,0.0,0.0,0.0,0.0027100951209619584,0.058004329442200894,0.040250433364881176,0.685202419757843
phi3:latest,False,category,documentation,0.0,0.0,0.0,0.0034507383949022607,0.06398922338870412,0.050617035761783,0.7248191237449646
phi3:latest,False,category,false positive,0.0,0.0,0.0,0.0015066416059426563,0.04752961237477543,0.028017417252824212,0.7862352132797241
phi3:latest,False,category,functional,0.0,0.0,0.0,0.0030366430771272034,0.07173949396235198,0.05192023783987702,0.7070556879043579
phi3:latest,False,category,refactoring,0.0,0.0,0.0,0.0028868908534078397,0.07093641249068042,0.050954093275436006,0.7334050536155701
